Auction_Desc,Auction_id,Round,bip_id,Block,License Size (Mhz),Major Grouping,Minor Grouping,Market Name,Expr1009,BUs,bidder_name,Entrep,Round of High Bid,bid_amt,net_bid_amt,Bidding Credit,Increments of Bid,Prev High Bidder,Round of Prev High Bid,Prev Gross,Prev Net,Prev Bidding Credit,hhbidder,Number of Bids,MX_Grp,MX_Num,Population,Open or Closed Bidding,OorC
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA361-C4,C ,10,MTA001,BTA361,"Poughkeepsie, NY",424766,136000,LastWave Partners,X,42,1864000,1864000,0.25,0,"Alaska Native Wireless, L.L.C.",25,"$1,775,000.00","$1,775,000.00",0.25,LastWave Partners,0,FM,0,424766,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA361-C5,C ,10,MTA001,BTA361,"Poughkeepsie, NY",424766,136000,"Cellco Partnership, d/b/a Verizon Wireless", ,30,5093000,5093000,0,0,"Alaska Native Wireless, L.L.C.",27,"$4,782,000.00","$3,586,500.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,424766,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA363-C3,C ,10,MTA008,BTA363,"Presque Isle, ME",86936,5600,"Coloma Spectrum, LLC",X,27,220000,165000,0.25,0,"Alaska Native Wireless, L.L.C.",26,"$199,000.00","$149,250.00",0.25,"Coloma Spectrum, LLC",0,FM,0,86936,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA363-C4,C ,10,MTA008,BTA363,"Presque Isle, ME",86936,5600,"Coloma Spectrum, LLC",X,28,231000,173250,0.25,0,"Salmon PCS, LLC",26,"$214,000.00","$160,500.00",0.25,"Coloma Spectrum, LLC",0,FM,0,86936,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA363-C5,C ,10,MTA008,BTA363,"Presque Isle, ME",86936,5600,"Salmon PCS, LLC",X,26,219000,164250,0.25,0,"NTCH, Inc.",25,"$197,000.00","$147,750.00",0.25,"Salmon PCS, LLC",0,FM,0,86936,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA364-C3,C ,10,MTA008,BTA364,"Providence, RI",1509789,641000,"Leap Wireless International, Inc.",X,34,22425000,22425000,0.25,0,"Cook Inlet/VS GSM V PCS, LLC",33,"$19,487,000.00","$19,487,000.00",0,"Leap Wireless International, Inc.",0,FM,0,1509789,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA364-C4,C ,10,MTA008,BTA364,"Providence, RI",1509789,641000,"Salmon PCS, LLC",X,27,19755000,19755000,0.25,0,"MCG PCS II, Inc.",25,"$18,419,000.00","$18,419,000.00",0.25,"Salmon PCS, LLC",0,FM,0,1509789,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA364-C5,C ,10,MTA008,BTA364,"Providence, RI",1509789,641000,"Cellco Partnership, d/b/a Verizon Wireless", ,29,33443000,33443000,0,0,"Alaska Native Wireless, L.L.C.",27,"$30,650,000.00","$22,987,500.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,1509789,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA365F,F ,10,MTA036,BTA365,"Provo, UT",269407,67000,"Salmon PCS, LLC",X,26,14951000,11213250,0.25,0,"Alaska Native Wireless, L.L.C.",25,"$13,151,000.00","$9,863,250.00",0.25,"Salmon PCS, LLC",0,FM,0,269407,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA368-C3,C ,10,MTA006,BTA368,"Raleigh, NC",1089423,469000,"Alaska Native Wireless, L.L.C.",X,39,56902000,56902000,0.25,0,"Black Crow Wireless, L.P.",38,"$51,498,000.00","$51,498,000.00",0.25,"Alaska Native Wireless, L.L.C.",0,FM,0,1089423,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA368-C4,C ,10,MTA006,BTA368,"Raleigh, NC",1089423,469000,"Cook Inlet/VS GSM V PCS, LLC",X,43,61397000,61397000,0,0,"Black Crow Wireless, L.P.",40,"$58,016,000.00","$58,016,000.00",0.25,"Cook Inlet/VS GSM V PCS, LLC",0,FM,0,1089423,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA368-C5,C ,10,MTA006,BTA368,"Raleigh, NC",1089423,469000,"Cellco Partnership, d/b/a Verizon Wireless", ,36,72705000,72705000,0,0,VoiceStream PCS BTA I License Corporation,35,"$65,205,000.00","$65,205,000.00",0,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,1089423,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA370F,F ,10,MTA009,BTA370,"Reading, PA",336523,150000,"Cellco Partnership, d/b/a Verizon Wireless", ,34,8241000,8241000,0,0,"Salmon PCS, LLC",22,"$7,848,000.00","$5,886,000.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,336523,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA374-C3,C ,10,MTA023,BTA374,"Richmond, VA",1090869,514000,Lafayette Communications Company L.L.C.,X,39,41740000,41740000,0.15,0,"Salmon PCS, LLC",29,"$37,940,000.00","$37,940,000.00",0.25,Lafayette Communications Company L.L.C.,0,FM,0,1090869,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA374-C4,C ,10,MTA023,BTA374,"Richmond, VA",1090869,514000,"Salmon PCS, LLC",X,45,40161000,40161000,0.25,0,"Black Crow Wireless, L.P.",38,"$38,234,000.00","$38,234,000.00",0.25,"Salmon PCS, LLC",0,FM,0,1090869,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA374-C5,C ,10,MTA023,BTA374,"Richmond, VA",1090869,514000,"Salmon PCS, LLC",X,68,50137000,37602750,0.25,0,FCC,67,$0.00,$0.00,0,"Salmon PCS, LLC",0,FM,0,1090869,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA374F,F ,10,MTA023,BTA374,"Richmond, VA",1090869,514000,VoiceStream PCS BTA I License Corporation, ,44,53305000,53305000,0,0,"Salmon PCS, LLC",28,"$50,767,000.00","$38,075,250.00",0.25,VoiceStream PCS BTA I License Corporation,0,FM,0,1090869,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA376-C3,C ,10,MTA023,BTA376,"Roanoke, VA",609215,194000,Lafayette Communications Company L.L.C.,X,64,10294000,10294000,0.15,0,"Leap Wireless International, Inc.",50,"$9,804,000.00","$9,804,000.00",0.25,Lafayette Communications Company L.L.C.,0,FM,0,609215,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA376-C4,C ,10,MTA023,BTA376,"Roanoke, VA",609215,194000,"Salmon PCS, LLC",X,63,10183000,10183000,0.25,0,Lafayette Communications Company L.L.C.,48,"$9,698,000.00","$9,698,000.00",0.15,"Salmon PCS, LLC",0,FM,0,609215,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA376-C5,C ,10,MTA023,BTA376,"Roanoke, VA",609215,194000,"Cellco Partnership, d/b/a Verizon Wireless", ,66,14442000,14442000,0,0,VoiceStream PCS BTA I License Corporation,49,"$13,754,000.00","$13,754,000.00",0,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,609215,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA376F,F ,10,MTA023,BTA376,"Roanoke, VA",609215,194000,VoiceStream PCS BTA I License Corporation, ,67,14981000,14981000,0,0,"Leap Wireless International, Inc.",65,"$14,100,000.00","$10,575,000.00",0.25,VoiceStream PCS BTA I License Corporation,0,FM,0,609215,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA377-C3,C ,10,MTA006,BTA377,"Roanoke Rapids, NC",76314,6400,Lafayette Communications Company L.L.C.,X,50,223000,223000,0.15,0,"PCS Partners, L.P.",46,"$211,000.00","$211,000.00",0.25,Lafayette Communications Company L.L.C.,0,FM,0,76314,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA377-C4,C ,10,MTA006,BTA377,"Roanoke Rapids, NC",76314,6400,"Cook Inlet/VS GSM V PCS, LLC",X,86,250000,250000,0,0,"Black Crow Wireless, L.P.",85,"$233,000.00","$233,000.00",0.25,"Cook Inlet/VS GSM V PCS, LLC",0,FM,0,76314,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA377-C5,C ,10,MTA006,BTA377,"Roanoke Rapids, NC",76314,6400,"Cellco Partnership, d/b/a Verizon Wireless", ,36,329000,329000,0,0,Lafayette Communications Company L.L.C.,35,"$294,000.00","$249,900.00",0.15,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,76314,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA377F,F ,10,MTA006,BTA377,"Roanoke Rapids, NC",76314,6400,"Cellco Partnership, d/b/a Verizon Wireless", ,43,341000,341000,0,0,"Airgate PCS, Inc.",37,"$324,000.00","$324,000.00",0,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,76314,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA382-C3,C ,10,MTA006,BTA382,"Rocky Mount, NC",199296,16000,Lafayette Communications Company L.L.C.,X,58,684000,684000,0.15,0,"PCS Partners, L.P.",57,"$636,000.00","$636,000.00",0.25,Lafayette Communications Company L.L.C.,0,FM,0,199296,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA382-C4,C ,10,MTA006,BTA382,"Rocky Mount, NC",199296,16000,"Cook Inlet/VS GSM V PCS, LLC",X,86,850000,850000,0,0,"Black Crow Wireless, L.P.",85,"$791,000.00","$791,000.00",0.25,"Cook Inlet/VS GSM V PCS, LLC",0,FM,0,199296,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA382-C5,C ,10,MTA006,BTA382,"Rocky Mount, NC",199296,16000,"Cellco Partnership, d/b/a Verizon Wireless", ,90,1039000,1039000,0,0,Mint GSM Services Inc.,89,"$903,000.00","$677,250.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,199296,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA382F,F ,10,MTA006,BTA382,"Rocky Mount, NC",199296,16000,"Cellco Partnership, d/b/a Verizon Wireless", ,92,1205000,1205000,0,0,Mint GSM Services Inc.,91,"$1,047,000.00","$785,250.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,199296,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA385F,F ,10,MTA030,BTA385,"Roseburg, OR",94649,17000,"Salmon PCS, LLC",X,65,8778000,6583500,0.25,0,"Summit Wireless, LLC",64,"$8,072,000.00","$6,054,000.00",0.25,"Salmon PCS, LLC",0,FM,0,94649,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA388-C1,C ,15,MTA001,BTA388,"Rutland, VT",97987,36000,"NORTHCOAST COMMUNICATIONS, L.L.C.",X,31,1085000,1085000,0.25,0,"Alaska Native Wireless, L.L.C.",22,"$1,033,000.00","$1,033,000.00",0.25,"NORTHCOAST COMMUNICATIONS, L.L.C.",0,FM,0,97987,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA388-C2,C ,15,MTA001,BTA388,"Rutland, VT",97987,36000,"Cellco Partnership, d/b/a Verizon Wireless", ,30,1585000,1585000,0,0,"NORTHCOAST COMMUNICATIONS, L.L.C.",23,"$1,509,000.00","$1,131,750.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,97987,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA389F,F ,10,MTA004,BTA389,"Sacramento, CA",1656581,1088000,"Cellco Partnership, d/b/a Verizon Wireless", ,43,157449000,157449000,0,0,"Alaska Native Wireless, L.L.C.",35,#############,#############,0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,1656581,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA390-C3,C ,10,MTA005,BTA390,"Saginaw, MI",615364,121000,"Salmon PCS, LLC",X,37,3069000,3069000,0.25,0,"MCG PCS II, Inc.",36,"$2,839,000.00","$2,839,000.00",0.25,"Salmon PCS, LLC",0,FM,0,615364,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA390-C4,C ,10,MTA005,BTA390,"Saginaw, MI",615364,121000,"Cook Inlet/VS GSM V PCS, LLC",X,39,3309000,3309000,0,0,"MCG PCS II, Inc.",38,"$3,066,000.00","$3,066,000.00",0.25,"Cook Inlet/VS GSM V PCS, LLC",0,FM,0,615364,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA390-C5,C ,10,MTA005,BTA390,"Saginaw, MI",615364,121000,"Cellco Partnership, d/b/a Verizon Wireless", ,43,5292000,5292000,0,0,"Alaska Native Wireless, L.L.C.",40,"$5,007,000.00","$3,755,250.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,615364,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA394F,F ,10,MTA019,BTA394,"St Louis, MO",2742114,1671000,"Cellco Partnership, d/b/a Verizon Wireless", ,28,103783000,103783000,0,0,"Alaska Native Wireless, L.L.C.",24,"$98,250,000.00","$73,687,500.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,2742114,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA398-C3,C ,10,MTA010,BTA398,"Salisbury, MD",163043,49000,"Black Crow Wireless, L.P.",X,47,639000,479250,0.25,0,"MCG PCS II, Inc.",43,"$605,000.00","$453,750.00",0.25,"Black Crow Wireless, L.P.",0,FM,0,163043,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA398-C4,C ,10,MTA010,BTA398,"Salisbury, MD",163043,49000,"Black Crow Wireless, L.P.",X,47,614000,460500,0.25,0,Scott  Reiter,42,"$583,000.00","$437,250.00",0.25,"Black Crow Wireless, L.P.",0,FM,0,163043,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA398-C5,C ,10,MTA010,BTA398,"Salisbury, MD",163043,49000,"Cellco Partnership, d/b/a Verizon Wireless", ,48,600000,600000,0,0,"Salmon PCS, LLC",31,"$571,000.00","$428,250.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,163043,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA398F,F ,10,MTA010,BTA398,"Salisbury, MD",163043,49000,"Salmon PCS, LLC",X,49,638000,478500,0.25,0,"DEVTEL, LLC",47,"$596,000.00","$447,000.00",0.25,"Salmon PCS, LLC",0,FM,0,163043,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA399F,F ,10,MTA036,BTA399,"Salt Lake City, UT",1308035,823000,"Cellco Partnership, d/b/a Verizon Wireless", ,71,138324000,138324000,0,0,"Salmon PCS, LLC",69,#############,"$96,627,750.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,1308035,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA401-C3,C ,10,MTA033,BTA401,"San Antonio, TX",1530954,792000,"DCC PCS, Inc.",X,32,39703000,39703000,0,0,"Allegheny Communications, Inc.",31,"$36,808,000.00","$36,808,000.00",0.25,"DCC PCS, Inc.",0,FM,0,1530954,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA401-C4,C ,10,MTA033,BTA401,"San Antonio, TX",1530954,792000,"Leap Wireless International, Inc.",X,38,40267000,40267000,0.25,0,"Salmon PCS, LLC",25,"$38,349,000.00","$38,349,000.00",0.25,"Leap Wireless International, Inc.",0,FM,0,1530954,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA401-C5,C ,10,MTA033,BTA401,"San Antonio, TX",1530954,792000,VoiceStream PCS BTA I License Corporation, ,25,58795000,58795000,0,0,"DCC PCS, Inc.",24,"$52,281,000.00","$52,281,000.00",0,VoiceStream PCS BTA I License Corporation,0,FM,0,1530954,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA402-C3,C ,10,MTA002,BTA402,"San Diego, CA",2498016,1231000,"DCC PCS, Inc.",X,36,78522000,78522000,0,0,"Cook Inlet/VS GSM V PCS, LLC",35,"$72,989,000.00","$72,989,000.00",0,"DCC PCS, Inc.",0,FM,0,2498016,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA402-C4,C ,10,MTA002,BTA402,"San Diego, CA",2498016,1231000,"Cook Inlet/VS GSM V PCS, LLC",X,37,80151000,80151000,0,0,"Leap Wireless International, Inc.",34,"$75,812,000.00","$75,812,000.00",0.25,"Cook Inlet/VS GSM V PCS, LLC",0,FM,0,2498016,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA402-C5,C ,10,MTA002,BTA402,"San Diego, CA",2498016,1231000,"Cellco Partnership, d/b/a Verizon Wireless", ,34,119015000,119015000,0,0,"Alaska Native Wireless, L.L.C.",25,#############,"$84,994,500.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,2498016,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA404F,F ,10,MTA004,BTA404,"San Francisco, CA",6420984,6452000,"Cellco Partnership, d/b/a Verizon Wireless", ,22,398785000,398785000,0,0,"Alaska Native Wireless, L.L.C.",21,#############,#############,0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,6420984,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA407-C1,C ,15,MTA039,BTA407,"Santa Fe, NM",174526,83000,"Salmon PCS, LLC",X,24,3062000,3062000,0.25,0,"Alaska Native Wireless, L.L.C.",23,"$2,840,000.00","$2,840,000.00",0.25,"Salmon PCS, LLC",0,FM,0,174526,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA408-C3,C ,10,MTA013,BTA408,"Sarasota, FL",513348,255000,"Alaska Native Wireless, L.L.C.",X,57,7915000,7915000,0.25,0,"Theta Communications, LLC",38,"$7,538,000.00","$7,538,000.00",0.25,"Alaska Native Wireless, L.L.C.",0,FM,0,513348,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA408-C4,C ,10,MTA013,BTA408,"Sarasota, FL",513348,255000,"Alaska Native Wireless, L.L.C.",X,37,7746000,7746000,0.25,0,"Theta Communications, LLC",36,"$7,197,000.00","$7,197,000.00",0.25,"Alaska Native Wireless, L.L.C.",0,FM,0,513348,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA408-C5,C ,10,MTA013,BTA408,"Sarasota, FL",513348,255000,"Cellco Partnership, d/b/a Verizon Wireless", ,46,10949000,10949000,0,0,"Leap Wireless International, Inc.",39,"$10,424,000.00","$7,818,000.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,513348,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA412-C3,C ,10,MTA001,BTA412,"Scranton, PA",678410,159000,"Salmon PCS, LLC",X,45,3364000,3364000,0.25,0,"Leap Wireless International, Inc.",38,"$3,203,000.00","$3,203,000.00",0.25,"Salmon PCS, LLC",0,FM,0,678410,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA412-C4,C ,10,MTA001,BTA412,"Scranton, PA",678410,159000,"Leap Wireless International, Inc.",X,46,3543000,3543000,0.25,0,LastWave Partners,42,"$3,364,000.00","$3,364,000.00",0.25,"Leap Wireless International, Inc.",0,FM,0,678410,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA412-C5,C ,10,MTA001,BTA412,"Scranton, PA",678410,159000,"Cellco Partnership, d/b/a Verizon Wireless", ,40,4806000,4806000,0,0,"NORTHCOAST COMMUNICATIONS, L.L.C.",38,"$4,507,000.00","$3,380,250.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,678410,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA412F,F ,10,MTA001,BTA412,"Scranton, PA",678410,159000,"NORTHCOAST COMMUNICATIONS, L.L.C.",X,41,5077000,3807750,0.25,0,LastWave Partners,35,"$4,822,000.00","$3,616,500.00",0.25,"NORTHCOAST COMMUNICATIONS, L.L.C.",0,FM,0,678410,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA413-C3,C ,10,MTA024,BTA413,"Seattle, WA",2708949,3041000,"Cook Inlet/VS GSM V PCS, LLC",X,16,102531000,102531000,0,0,"Connectbid, LLC",13,"$94,962,000.00","$94,962,000.00",0,"Cook Inlet/VS GSM V PCS, LLC",0,FM,0,2708949,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA413-C4,C ,10,MTA024,BTA413,"Seattle, WA",2708949,3041000,"Cellco Partnership, d/b/a Verizon Wireless", ,15,132806000,132806000,0,0,VoiceStream PCS BTA I License Corporation,14,#############,#############,0,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,2708949,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA413-C5,C ,10,MTA024,BTA413,"Seattle, WA",2708949,3041000,"Cellco Partnership, d/b/a Verizon Wireless", ,17,149531000,149531000,0,0,"Salmon PCS, LLC",15,#############,#############,0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,2708949,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA414-C2,C ,15,MTA034,BTA414,"Sedalia, MO",79705,5600,"Black Crow Wireless, L.P.",X,54,3308000,2481000,0.25,0,"Alaska Native Wireless, L.L.C.",53,"$3,007,000.00","$2,255,250.00",0.25,"Black Crow Wireless, L.P.",0,FM,0,79705,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA416-C2,C ,15,MTA016,BTA416,"Sharon, PA",121003,22000,"Cellco Partnership, d/b/a Verizon Wireless", ,40,723000,723000,0,0,"DCC PCS, Inc.",35,"$687,000.00","$687,000.00",0,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,121003,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA424-C1,C ,15,MTA003,BTA424,"South Bend, IN",330821,165000,"Salmon PCS, LLC",X,36,6622000,6622000,0.25,0,"Leap Wireless International, Inc.",32,"$6,270,000.00","$6,270,000.00",0.25,"Salmon PCS, LLC",0,FM,0,330821,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA425F,F ,10,MTA042,BTA425,"Spokane, Wa",612862,118000,"Alaska Native Wireless, L.L.C.",X,35,34128000,25596000,0.25,0,"Summit Wireless, LLC",29,"$32,449,000.00","$24,336,750.00",0.25,"Alaska Native Wireless, L.L.C.",0,FM,0,612862,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA428-C3,C ,10,MTA019,BTA428,"Springfield, MO",532880,114000,"Salmon PCS, LLC",X,45,5587000,5587000,0.25,0,"Black Crow Wireless, L.P.",28,"$5,321,000.00","$5,321,000.00",0.25,"Salmon PCS, LLC",0,FM,0,532880,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA428-C4,C ,10,MTA019,BTA428,"Springfield, MO",532880,114000,"Black Crow Wireless, L.P.",X,85,6898000,6898000,0.25,0,"Cook Inlet/VS GSM V PCS, LLC",84,"$6,417,000.00","$6,417,000.00",0,"Black Crow Wireless, L.P.",0,FM,0,532880,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA428-C5,C ,10,MTA019,BTA428,"Springfield, MO",532880,114000,"Black Crow Wireless, L.P.",X,56,15794000,11845500,0.25,0,"Cellco Partnership, d/b/a Verizon Wireless",55,"$14,407,000.00","$14,407,000.00",0,"Black Crow Wireless, L.P.",0,FM,0,532880,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA430F,F ,10,MTA023,BTA430,"Staunton, VA",100322,19000,"Salmon PCS, LLC",X,69,2504000,1878000,0.25,0,"Cellco Partnership, d/b/a Verizon Wireless",68,"$2,288,000.00","$2,288,000.00",0,"Salmon PCS, LLC",0,FM,0,100322,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA431-C3,C ,10,MTA021,BTA431,"Steubenville, OH",142523,12000,"NTCH, Inc.",X,88,459000,344250,0.25,0,"Salmon PCS, LLC",86,"$426,000.00","$319,500.00",0.25,"NTCH, Inc.",0,FM,0,142523,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA431-C4,C ,10,MTA021,BTA431,"Steubenville, OH",142523,12000,"Cellco Partnership, d/b/a Verizon Wireless", ,82,441000,441000,0,0,"Polycell Communications, Inc.",80,"$351,000.00","$263,250.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,142523,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA431-C5,C ,10,MTA021,BTA431,"Steubenville, OH",142523,12000,"Salmon PCS, LLC",X,89,478000,358500,0.25,0,"Polycell Communications, Inc.",87,"$422,000.00","$316,500.00",0.25,"Salmon PCS, LLC",0,FM,0,142523,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA435-C2,C ,15,MTA001,BTA435,"Stroudsburg, PA",95709,20000,"Cellco Partnership, d/b/a Verizon Wireless", ,53,1044000,1044000,0,0,LastWave Partners,51,"$971,000.00","$728,250.00",0.25,"Cellco Partnership, d/b/a Verizon Wireless",0,FM,0,95709,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA436F,F ,10,MTA006,BTA436,"Sumter, SC",149524,15000,VoiceStream PCS BTA I License Corporation, ,45,4475000,4475000,0,0,Lafayette Communications Company L.L.C.,44,"$4,091,000.00","$3,477,350.00",0.15,VoiceStream PCS BTA I License Corporation,0,FM,0,149524,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA438-C1,C ,15,MTA001,BTA438,"Syracuse, NY",791140,211000,"DCC PCS, Inc.",X,18,8876000,8876000,0,0,"Alaska Native Wireless, L.L.C.",14,"$8,392,000.00","$8,392,000.00",0.25,"DCC PCS, Inc.",0,FM,0,791140,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA440-C3,C ,10,MTA013,BTA440,"Tampa, FL",2249405,978000,"Alaska Native Wireless, L.L.C.",X,33,73042000,73042000,0.25,0,"SVC BidCo, L.P.",32,"$67,712,000.00","$67,712,000.00",0,"Alaska Native Wireless, L.L.C.",0,FM,0,2249405,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA440-C4,C ,10,MTA013,BTA440,"Tampa, FL",2249405,978000,"SVC BidCo, L.P.",X,34,74628000,74628000,0,0,"DCC PCS, Inc.",31,"$70,171,000.00","$70,171,000.00",0,"SVC BidCo, L.P.",0,FM,0,2249405,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA440-C5,C ,10,MTA013,BTA440,"Tampa, FL",2249405,978000,"Salmon PCS, LLC",X,40,84037000,63027750,0.25,0,"Leap Wireless International, Inc.",39,"$78,172,000.00","$58,629,000.00",0.25,"Salmon PCS, LLC",0,FM,0,2249405,Open,O
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA441-C3,C ,10,MTA007,BTA441,"Temple, TX",291768,45000,"Cook Inlet/VS GSM V PCS, LLC",X,79,5672000,5672000,0,0,"DCC PCS, Inc.",78,"$5,270,000.00","$5,270,000.00",0,"Cook Inlet/VS GSM V PCS, LLC",0,FM,0,291768,Closed,C
FCC C & F Block Auction #35  **Final**,35,101,CW-BTA441-C4,C ,10,MTA007,BTA441,"Temple, TX",291768,45000,"DCC PCS, Inc.",X,80,5860000,5860000,0,0,"Global Telecommunications, Inc.",77,"$5,002,000.00","$5,002,000.00",0.25,"DCC PCS, Inc.",0,FM,0,291768,Closed,C
