auction_id	auction_description	round	item_name	item_description	pwb_amount	net_pwb_amount	pw_bidder	round_of_pwb	previous_pw_bidder	round_of_previous_pwb	previous_pwb_amount	previous_net_pwb_amount
73	700 MHz Band	261	WY-CMA441-B	Kansas 14 - Reno	1493000.00	1119750.00	King Street Wireless, L.P.	27	Cellco Partnership d/b/a Verizon Wireless	26	1358000.00	 	
73	700 MHz Band	261	WY-CMA442-B	Kansas 15 - Elk	1443000.00	1082250.00	King Street Wireless, L.P.	39	Cox Wireless, Inc.	38	1388000.00	 	
73	700 MHz Band	261	WY-CMA443-B	Kentucky 1 - Fulton	421000.00	315750.00	BPS Telephone Company	129	I-700, LLC	128	405000.00	 	
73	700 MHz Band	261	WY-CMA444-B	Kentucky 2 - Union	235000.00	235000.00	Bluegrass Wireless LLC	129	I-700, LLC	128	226000.00	 	
73	700 MHz Band	261	WY-CMA445-B	Kentucky 3 - Meade	3640000.00	3640000.00	AT&T Mobility Spectrum, LLC	24	Bluegrass Wireless LLC	23	3309000.00	 	
73	700 MHz Band	261	WY-CMA446-B	Kentucky 4 - Spencer	3526000.00	3526000.00	AT&T Mobility Spectrum, LLC	18	Bluegrass Wireless LLC	17	2938000.00	 	
73	700 MHz Band	261	WY-CMA447-B	Kentucky 5 - Barren	1109000.00	1109000.00	Bluegrass Wireless LLC	17	AT&T Mobility Spectrum, LLC	16	924000.00	 	
73	700 MHz Band	261	WY-CMA448-B	Kentucky 6 - Madison	727000.00	727000.00	Bluegrass Wireless LLC	21	Cavalier Wireless, LLC	20	660000.00	 	
73	700 MHz Band	261	WY-CMA449-B	Kentucky 7 - Trimble	1013000.00	1013000.00	AT&T Mobility Spectrum, LLC	55	Bluegrass Wireless LLC	54	974000.00	 	
73	700 MHz Band	261	WY-CMA450-B	Kentucky 8 - Mason	829000.00	829000.00	AT&T Mobility Spectrum, LLC	51	East Kentucky Network, LLC	50	797000.00	 	
73	700 MHz Band	261	WY-CMA451-B	Kentucky 9 - Elliott	298000.00	298000.00	East Kentucky Network, LLC	21	Cavalier Wireless, LLC	20	274000.00	 	
73	700 MHz Band	261	WY-CMA452-B	Kentucky 10 - Powell	55000.00	41250.00	Reiter, Scott D	96	East Kentucky Network, LLC	1	54000.00	 	
73	700 MHz Band	261	WY-CMA453-B	Kentucky 11 - Clay	108000.00	108000.00	East Kentucky Network, LLC	41	Great American Broadband, Inc.	40	104000.00	 	
73	700 MHz Band	261	WY-CMA454-B	Louisiana 1 - Claiborne	1159000.00	1159000.00	Cellco Partnership d/b/a Verizon Wireless	24	CenturyTel Broadband Wireless LLC	21	1100000.00	 	
73	700 MHz Band	261	WY-CMA455-B	Louisiana 2 - Morehouse	1727000.00	1727000.00	Cellco Partnership d/b/a Verizon Wireless	24	CenturyTel Broadband Wireless LLC	22	1615000.00	 	
73	700 MHz Band	261	WY-CMA456-B	Louisiana 3 - De Soto	1188000.00	1188000.00	Cellco Partnership d/b/a Verizon Wireless	24	Alltel Corporation	19	1131000.00	 	
73	700 MHz Band	261	WY-CMA457-B	Louisiana 4 - Caldwell	760000.00	760000.00	CenturyTel Broadband Wireless LLC	22	Alltel Corporation	21	669000.00	 	
73	700 MHz Band	261	WY-CMA458-B	Louisiana 5 - Beauregard	5180000.00	5180000.00	AT&T Mobility Spectrum, LLC	22	CenturyTel Broadband Wireless LLC	21	4709000.00	 	
73	700 MHz Band	261	WY-CMA459-B	Louisiana 6 - Iberville	1492000.00	1492000.00	Cox Wireless, Inc.	36	AT&T Mobility Spectrum, LLC	18	1463000.00	 	
73	700 MHz Band	261	WY-CMA460-B	Louisiana 7 - West Feliciana	93000.00	93000.00	CenturyTel Broadband Wireless LLC	80	Cellular South Licenses, Inc.	79	90000.00	 	
73	700 MHz Band	261	WY-CMA461-B	Louisiana 8 - St. James	793000.00	674050.00	Columbia Cellular, Inc.	24	Columbia Cellular, Inc.	22	745000.00	 	
73	700 MHz Band	261	WY-CMA462-B	Louisiana 9 - Plaquemines	15000.00	12750.00	Broadband Wireless Unlimited, LLC	176	Miller, David	175	14000.00	 	
73	700 MHz Band	261	WY-CMA463-B	Maine 1 - Oxford	970000.00	727500.00	King Street Wireless, L.P.	22	AT&T Mobility Spectrum, LLC	21	882000.00	 	
73	700 MHz Band	261	WY-CMA464-B	Maine 2 - Somerset	1043000.00	782250.00	King Street Wireless, L.P.	21	AT&T Mobility Spectrum, LLC	20	957000.00	 	
73	700 MHz Band	261	WY-CMA465-B	Maine 3 - Kennebec	1186000.00	889500.00	King Street Wireless, L.P.	22	AT&T Mobility Spectrum, LLC	21	1078000.00	 	
73	700 MHz Band	261	WY-CMA466-B	Maine 4 - Washington	1101000.00	1101000.00	AT&T Mobility Spectrum, LLC	23	King Street Wireless, L.P.	22	1001000.00	 	
73	700 MHz Band	261	WY-CMA467-B	Maryland 1 - Garrett	245000.00	183750.00	King Street Wireless, L.P.	241	Broadband Wireless Unlimited, LLC	240	223000.00	 	
73	700 MHz Band	261	WY-CMA468-B	Maryland 2 - Kent	5783000.00	5783000.00	AT&T Mobility Spectrum, LLC	31	Cellco Partnership d/b/a Verizon Wireless	22	5508000.00	 	
73	700 MHz Band	261	WY-CMA469-B	Maryland 3 - Frederick	564000.00	564000.00	Cellco Partnership d/b/a Verizon Wireless	23	Triad 700, LLC	22	513000.00	 	
73	700 MHz Band	261	WY-CMA470-B	Massachusetts 1 - Franklin	140000.00	119000.00	Broadband Wireless Unlimited, LLC	224	Triad 700, LLC	223	135000.00	 	
73	700 MHz Band	261	WY-CMA471-B	Massachusetts 2 - Barnstable	834000.00	625500.00	Triad 700, LLC	31	Cellco Partnership d/b/a Verizon Wireless	26	794000.00	 	
73	700 MHz Band	261	WY-CMA472-B	Michigan 1 - Gogebic	956000.00	956000.00	NSIGHTTEL WIRELESS, LLC	24	Agri-Valley Communications, Inc.	19	910000.00	 	
73	700 MHz Band	261	WY-CMA473-B	Michigan 2 - Alger	1024000.00	1024000.00	CenturyTel Broadband Wireless LLC	95	NSIGHTTEL WIRELESS, LLC	94	980000.00	 	
73	700 MHz Band	261	WY-CMA474-B	Michigan 3 - Emmet	485000.00	412250.00	Agri-Valley Communications, Inc.	19	AT&T Mobility Spectrum, LLC	18	445000.00	 	
73	700 MHz Band	261	WY-CMA475-B	Michigan 4 - Cheboygan	420000.00	420000.00	CenturyTel Broadband Wireless LLC	115	Agri-Valley Communications, Inc.	114	404000.00	 	
73	700 MHz Band	261	WY-CMA476-B	Michigan 5 - Manistee	435000.00	435000.00	CenturyTel Broadband Wireless LLC	101	Agri-Valley Communications, Inc.	100	421000.00	 	
73	700 MHz Band	261	WY-CMA477-B	Michigan 6 - Roscommon	567000.00	567000.00	CenturyTel Broadband Wireless LLC	213	PCS Partners, L.P.	212	545000.00	 	
73	700 MHz Band	261	WY-CMA478-B	Michigan 7 - Newaygo	232000.00	232000.00	Iowa Intelegra Consortium, LLC	124	Agri-Valley Communications, Inc.	64	227000.00	 	
73	700 MHz Band	261	WY-CMA479-B	Michigan 8 - Allegan	83000.00	83000.00	Iowa Intelegra Consortium, LLC	123	Agri-Valley Communications, Inc.	122	80000.00	 	
73	700 MHz Band	261	WY-CMA480-B	Michigan 9 - Cass	3389000.00	3389000.00	AT&T Mobility Spectrum, LLC	26	King Street Wireless, L.P.	25	3081000.00	 	
73	700 MHz Band	261	WY-CMA481-B	Michigan 10 - Tuscola	1309000.00	1112650.00	Agri-Valley Communications, Inc.	149	CenturyTel Broadband Wireless LLC	148	1259000.00	 	
73	700 MHz Band	261	WY-CMA482-B	Minnesota 1 - Kittson	18000.00	18000.00	Iowa Intelegra Consortium, LLC	31	FCC	0	0	0	
73	700 MHz Band	261	WY-CMA483-B	Minnesota 2 - Lake of the Wood	175000.00	175000.00	Paul Bunyan Rural Telephone Cooperative, Inc.	83	Iowa Intelegra Consortium, LLC	82	168000.00	 	
73	700 MHz Band	261	WY-CMA484-B	Minnesota 3 - Koochiching	319000.00	319000.00	AT&T Mobility Spectrum, LLC	15	King Street Wireless, L.P.	14	266000.00	 	
73	700 MHz Band	261	WY-CMA485-B	Minnesota 4 - Lake	81000.00	60750.00	Dragon Arch, Inc.	178	Iowa Intelegra Consortium, LLC	177	78000.00	 	
73	700 MHz Band	261	WY-CMA486-B	Minnesota 5 - Wilkin	2227000.00	2227000.00	Sky Com 700 MHZ, LLC	18	AT&T Mobility Spectrum, LLC	16	1916000.00	 	
73	700 MHz Band	261	WY-CMA487-B	Minnesota 6 - Hubbard	1181000.00	1181000.00	AT&T Mobility Spectrum, LLC	14	Paul Bunyan Rural Telephone Cooperative, Inc.	13	984000.00	 	
73	700 MHz Band	261	WY-CMA488-B	Minnesota 7 - Chippewa	1656000.00	1242000.00	Redwood Wireless Corp.	22	AT&T Mobility Spectrum, LLC	21	1506000.00	 	
73	700 MHz Band	261	WY-CMA489-B	Minnesota 8 - Lac qui Parle	506000.00	379500.00	Redwood Wireless Corp.	21	AT&T Mobility Spectrum, LLC	20	465000.00	 	
73	700 MHz Band	261	WY-CMA490-B	Minnesota 9 - Pipestone	995000.00	746250.00	Redwood Wireless Corp.	21	AT&T Mobility Spectrum, LLC	20	914000.00	 	
73	700 MHz Band	261	WY-CMA491-B	Minnesota 10 - Le Sueur	2870000.00	2152500.00	Redwood Wireless Corp.	21	AT&T Mobility Spectrum, LLC	20	2498000.00	 	
73	700 MHz Band	261	WY-CMA492-B	Minnesota 11 - Goodhue	1818000.00	1363500.00	Redwood Wireless Corp.	21	AT&T Mobility Spectrum, LLC	20	1648000.00	 	
73	700 MHz Band	261	WY-CMA493-B	Mississippi 1 - Tunica	1651000.00	1651000.00	AT&T Mobility Spectrum, LLC	18	CenturyTel Broadband Wireless LLC	17	1376000.00	 	
73	700 MHz Band	261	WY-CMA494-B	Mississippi 2 - Benton	783000.00	783000.00	CenturyTel Broadband Wireless LLC	72	Cellular South Licenses, Inc.	71	756000.00	 	
73	700 MHz Band	261	WY-CMA495-B	Mississippi 3 - Bolivar	168000.00	168000.00	CenturyTel Broadband Wireless LLC	72	Cellular South Licenses, Inc.	71	162000.00	 	
73	700 MHz Band	261	WY-CMA496-B	Mississippi 4 - Yalobusha	323000.00	323000.00	CenturyTel Broadband Wireless LLC	72	Cellular South Licenses, Inc.	71	312000.00	 	
73	700 MHz Band	261	WY-CMA497-B	Mississippi 5 - Washington	164000.00	164000.00	CenturyTel Broadband Wireless LLC	72	Cellular South Licenses, Inc.	71	159000.00	 	
73	700 MHz Band	261	WY-CMA498-B	Mississippi 6 - Montgomery	200000.00	200000.00	CenturyTel Broadband Wireless LLC	72	Cellular South Licenses, Inc.	71	193000.00	 	
73	700 MHz Band	261	WY-CMA499-B	Mississippi 7 - Leake	178000.00	178000.00	CenturyTel Broadband Wireless LLC	149	Cellular South Licenses, Inc.	148	172000.00	 	
73	700 MHz Band	261	WY-CMA500-B	Mississippi 8 - Claiborne	272000.00	272000.00	CenturyTel Broadband Wireless LLC	147	Cellular South Licenses, Inc.	146	263000.00	 	
73	700 MHz Band	261	WY-CMA501-B	Mississippi 9 - Copiah	110000.00	110000.00	CenturyTel Broadband Wireless LLC	47	Cellular South Licenses, Inc.	46	106000.00	 	
73	700 MHz Band	261	WY-CMA502-B	Mississippi 10 - Smith	117000.00	117000.00	CenturyTel Broadband Wireless LLC	47	Cellular South Licenses, Inc.	46	113000.00	 	
73	700 MHz Band	261	WY-CMA503-B	Mississippi 11 - Lamar	363000.00	363000.00	Cellular South Licenses, Inc.	73	CenturyTel Broadband Wireless LLC	69	356000.00	 	
73	700 MHz Band	261	WY-CMA504-B	Missouri 1 - Atchison	548000.00	411000.00	King Street Wireless, L.P.	27	Northwest Missouri Cellular Limited Partnership	26	498000.00	 	
73	700 MHz Band	261	WY-CMA505-B	Missouri 2 - Harrison	932000.00	699000.00	King Street Wireless, L.P.	32	Northeast Missouri Rural Telephone Company	31	847000.00	 	
73	700 MHz Band	261	WY-CMA506-B	Missouri 3 - Schuyler	1476000.00	1107000.00	King Street Wireless, L.P.	24	CenturyTel Broadband Wireless LLC	23	1337000.00	 	
73	700 MHz Band	261	WY-CMA507-B	Missouri 4 - De Kalb	2748000.00	2748000.00	AT&T Mobility Spectrum, LLC	32	King Street Wireless, L.P.	31	2507000.00	 	
73	700 MHz Band	261	WY-CMA508-B	Missouri 5 - Linn	2335000.00	1984750.00	Chariton Valley Communication Corporation, Inc.	39	CenturyTel Broadband Wireless LLC	38	2246000.00	 	
73	700 MHz Band	261	WY-CMA509-B	Missouri 6 - Marion	1542000.00	1542000.00	CenturyTel Broadband Wireless LLC	25	King Street Wireless, L.P.	24	1402000.00	 	
73	700 MHz Band	261	WY-CMA510-B	Missouri 7 - Saline	7879000.00	7879000.00	AT&T Mobility Spectrum, LLC	32	King Street Wireless, L.P.	31	7181000.00	 	
73	700 MHz Band	261	WY-CMA511-B	Missouri 8 - Callaway	6187000.00	6187000.00	AT&T Mobility Spectrum, LLC	27	Cellco Partnership d/b/a Verizon Wireless	26	5423000.00	 	
73	700 MHz Band	261	WY-CMA512-B	Missouri 9 - Bates	3166000.00	3166000.00	AT&T Mobility Spectrum, LLC	39	CenturyTel Broadband Wireless LLC	38	3046000.00	 	
73	700 MHz Band	261	WY-CMA513-B	Missouri 10 - Benton	3519000.00	2639250.00	King Street Wireless, L.P.	88	CenturyTel Broadband Wireless LLC	87	3384000.00	 	
73	700 MHz Band	261	WY-CMA514-B	Missouri 11 - Moniteau	1267000.00	1267000.00	AT&T Mobility Spectrum, LLC	18	CenturyTel Broadband Wireless LLC	17	1056000.00	 	
73	700 MHz Band	261	WY-CMA515-B	Missouri 12 - Maries	3903000.00	2927250.00	King Street Wireless, L.P.	88	CenturyTel Broadband Wireless LLC	87	3753000.00	 	
73	700 MHz Band	261	WY-CMA516-B	Missouri 13 - Washington	2078000.00	2078000.00	AT&T Mobility Spectrum, LLC	27	Cellco Partnership d/b/a Verizon Wireless	26	1905000.00	 	
73	700 MHz Band	261	WY-CMA517-B	Missouri 14 - Barton	1657000.00	1657000.00	CenturyTel Broadband Wireless LLC	22	Alltel Corporation	21	1439000.00	 	
73	700 MHz Band	261	WY-CMA518-B	Missouri 15 - Stone	1427000.00	1427000.00	CenturyTel Broadband Wireless LLC	21	Alltel Corporation	20	1293000.00	 	
73	700 MHz Band	261	WY-CMA519-B	Missouri 16 - Laclede	1501000.00	1501000.00	CenturyTel Broadband Wireless LLC	22	AT&T Mobility Spectrum, LLC	21	1316000.00	 	
73	700 MHz Band	261	WY-CMA520-B	Missouri 17 - Shannon	800000.00	800000.00	CenturyTel Broadband Wireless LLC	25	King Street Wireless, L.P.	24	727000.00	 	
73	700 MHz Band	261	WY-CMA521-B	Missouri 18 - Perry	1009000.00	756750.00	King Street Wireless, L.P.	18	CenturyTel Broadband Wireless LLC	17	841000.00	 	
73	700 MHz Band	261	WY-CMA522-B	Missouri 19 - Stoddard	1555000.00	1166250.00	King Street Wireless, L.P.	18	AT&T Mobility Spectrum, LLC	17	1296000.00	 	
73	700 MHz Band	261	WY-CMA523-B	Montana 1 - Lincoln	2587000.00	2587000.00	CenturyTel Broadband Wireless LLC	27	Cellco Partnership d/b/a Verizon Wireless	26	2354000.00	 	
73	700 MHz Band	261	WY-CMA524-B	Montana 2 - Toole	322000.00	273700.00	MTN3B Consortium	27	Cellco Partnership d/b/a Verizon Wireless	26	293000.00	 	
73	700 MHz Band	261	WY-CMA525-B	Montana 3 - Phillips	146000.00	124100.00	MTN3B Consortium	27	Cellco Partnership d/b/a Verizon Wireless	26	133000.00	 	
73	700 MHz Band	261	WY-CMA526-B	Montana 4 - Daniels	489000.00	415650.00	MTN3B Consortium	27	Cellco Partnership d/b/a Verizon Wireless	26	445000.00	 	
73	700 MHz Band	261	WY-CMA527-B	Montana 5 - Mineral	2085000.00	2085000.00	Bresnan Communications, Inc.	33	Cellco Partnership d/b/a Verizon Wireless	24	1986000.00	 	
73	700 MHz Band	261	WY-CMA528-B	Montana 6 - Deer Lodge	267000.00	226950.00	MTN3B Consortium	27	Cellco Partnership d/b/a Verizon Wireless	26	243000.00	 	
73	700 MHz Band	261	WY-CMA529-B	Montana 7 - Fergus	292000.00	292000.00	Cellco Partnership d/b/a Verizon Wireless	24	Alltel Corporation	19	278000.00	 	
73	700 MHz Band	261	WY-CMA530-B	Montana 8 - Beaverhead	580000.00	580000.00	Cellco Partnership d/b/a Verizon Wireless	24	Alltel Corporation	16	552000.00	 	
73	700 MHz Band	261	WY-CMA531-B	Montana 9 - Carbon	330000.00	330000.00	Cellco Partnership d/b/a Verizon Wireless	24	Alltel Corporation	20	314000.00	 	
73	700 MHz Band	261	WY-CMA532-B	Montana 10 - Prairie	185000.00	157250.00	MTN3B Consortium	27	Cellco Partnership d/b/a Verizon Wireless	26	168000.00	 	
73	700 MHz Band	261	WY-CMA533-B	Nebraska 1 - Sioux	787000.00	787000.00	Cellco Partnership d/b/a Verizon Wireless	24	King Street Wireless, L.P.	18	749000.00	 	
73	700 MHz Band	261	WY-CMA534-B	Nebraska 2 - Cherry	287000.00	287000.00	Cellco Partnership d/b/a Verizon Wireless	25	Three River Telco	24	256000.00	 	
73	700 MHz Band	261	WY-CMA535-B	Nebraska 3 - Knox	3437000.00	2577750.00	King Street Wireless, L.P.	27	Cellco Partnership d/b/a Verizon Wireless	26	3128000.00	 	
73	700 MHz Band	261	WY-CMA536-B	Nebraska 4 - Grant	156000.00	117000.00	King Street Wireless, L.P.	27	Cellco Partnership d/b/a Verizon Wireless	26	142000.00	 	
73	700 MHz Band	261	WY-CMA537-B	Nebraska 5 - Boone	1925000.00	1443750.00	King Street Wireless, L.P.	27	Cellco Partnership d/b/a Verizon Wireless	26	1752000.00	 	
73	700 MHz Band	261	WY-CMA538-B	Nebraska 6 - Keith	1214000.00	910500.00	Glenwood Telephone Membership, Corporation	28	Cellco Partnership d/b/a Verizon Wireless	24	1155000.00	 	
73	700 MHz Band	261	WY-CMA539-B	Nebraska 7 - Hall	2364000.00	2364000.00	Cellco Partnership d/b/a Verizon Wireless	26	King Street Wireless, L.P.	25	2155000.00	 	
73	700 MHz Band	261	WY-CMA540-B	Nebraska 8 - Chase	313000.00	234750.00	Glenwood Telephone Membership, Corporation	27	Cellco Partnership d/b/a Verizon Wireless	26	285000.00	 	
73	700 MHz Band	261	WY-CMA541-B	Nebraska 9 - Adams	1557000.00	1557000.00	Cellco Partnership d/b/a Verizon Wireless	26	King Street Wireless, L.P.	25	1419000.00	 	
73	700 MHz Band	261	WY-CMA542-B	Nebraska 10 - Cass	1133000.00	849750.00	King Street Wireless, L.P.	27	Cellco Partnership d/b/a Verizon Wireless	26	1031000.00	 	
73	700 MHz Band	261	WY-CMA543-B	Nevada 1 - Humboldt	210000.00	210000.00	Churchill County Telephone d/b/a CC Communications	90	SAL Spectrum, LLC	89	202000.00	 	
73	700 MHz Band	261	WY-CMA544-B	Nevada 2 - Lander	126000.00	126000.00	SAL Spectrum, LLC	92	Cellco Partnership d/b/a Verizon Wireless	26	124000.00	 	
73	700 MHz Band	261	WY-CMA545-B	Nevada 3 - Storey	401000.00	401000.00	Cellco Partnership d/b/a Verizon Wireless	26	Worldcall Inc.	25	365000.00	 	
73	700 MHz Band	261	WY-CMA546-B	Nevada 4 - Mineral	190000.00	142500.00	Great American Broadband, Inc.	93	SAL Spectrum, LLC	92	183000.00	 	
73	700 MHz Band	261	WY-CMA547-B	Nevada 5 - White Pine	189000.00	141750.00	WUE, Inc.	26	Cellco Partnership d/b/a Verizon Wireless	25	170000.00	 	
73	700 MHz Band	261	WY-CMA548-B	New Hampshire 1 - Coos	4299000.00	3224250.00	King Street Wireless, L.P.	50	Vermont Telephone Company, Inc.	49	4134000.00	 	
73	700 MHz Band	261	WY-CMA549-B	New Hampshire 2 - Carroll	779000.00	584250.00	King Street Wireless, L.P.	24	Granite State Long Distance, Inc.	23	678000.00	 	
73	700 MHz Band	261	WY-CMA550-B	New Jersey 1 - Hunterdon	1867000.00	1867000.00	QUALCOMM Incorporated	215	Dragon Arch, Inc.	214	1795000.00	 	
73	700 MHz Band	261	WY-CMA551-B	New Jersey 2 - Ocean	7178000.00	7178000.00	Cellco Partnership d/b/a Verizon Wireless	18	AT&T Mobility Spectrum, LLC	17	5982000.00	 	
73	700 MHz Band	261	WY-CMA552-B	New Jersey 3 - Sussex	204000.00	153000.00	Cavalier Wireless, LLC	106	Broadband Wireless Unlimited, LLC	105	197000.00	 	
73	700 MHz Band	261	WY-CMA553-B	New Mexico 1 - San Juan	2010000.00	2010000.00	AT&T Mobility Spectrum, LLC	26	SAL Spectrum, LLC	25	1771000.00	 	
73	700 MHz Band	261	WY-CMA554-B	New Mexico 2 - Colfax	169000.00	126750.00	PCS Partners, L.P.	194	Cellco Partnership d/b/a Verizon Wireless	24	166000.00	 	
73	700 MHz Band	261	WY-CMA555-B	New Mexico 3 - Catron	506000.00	430100.00	PVT Networks, Inc.	27	Cellco Partnership d/b/a Verizon Wireless	26	460000.00	 	
73	700 MHz Band	261	WY-CMA556-B	New Mexico 4 - Santa Fe	1356000.00	1152600.00	PVT Networks, Inc.	44	Cellco Partnership d/b/a Verizon Wireless	26	1329000.00	 	
73	700 MHz Band	261	WY-CMA557-B	New Mexico 5 - Grant	690000.00	690000.00	Cellco Partnership d/b/a Verizon Wireless	26	SAL Spectrum, LLC	25	633000.00	 	
73	700 MHz Band	261	WY-CMA558-B	New Mexico 6 - Lincoln	1207000.00	1207000.00	Cellco Partnership d/b/a Verizon Wireless	26	PVT Networks, Inc.	25	1100000.00	 	
73	700 MHz Band	261	WY-CMA559-B	New York 1 - Jefferson	156000.00	117000.00	King Street Wireless, L.P.	64	AT&T Mobility Spectrum, LLC	63	150000.00	 	
73	700 MHz Band	261	WY-CMA560-B	New York 2 - Franklin	576000.00	432000.00	King Street Wireless, L.P.	15	Vermont Telephone Company, Inc.	11	518000.00	 	
73	700 MHz Band	261	WY-CMA561-B	New York 3 - Chautauqua	4248000.00	4248000.00	AT&T Mobility Spectrum, LLC	39	Cellco Partnership d/b/a Verizon Wireless	19	4165000.00	 	
73	700 MHz Band	261	WY-CMA562-B	New York 4 - Yates	251000.00	251000.00	AT&T Mobility Spectrum, LLC	51	Miller, David	49	245000.00	 	
73	700 MHz Band	261	WY-CMA563-B	New York 5 - Otsego	918000.00	688500.00	Cavalier Wireless, LLC	94	PCS Partners, L.P.	93	883000.00	 	
73	700 MHz Band	261	WY-CMA564-B	New York 6 - Columbia	129000.00	109650.00	Broadband Wireless Unlimited, LLC	120	Worldcall Inc.	119	124000.00	 	
73	700 MHz Band	261	WY-CMA565-B	North Carolina 1 - Cherokee	1399000.00	1399000.00	Comporium Wireless, LLC	78	Cellular South Licenses, Inc.	77	1346000.00	 	
73	700 MHz Band	261	WY-CMA566-B	North Carolina 2 - Yancey	0	0	FCC	0	Alltel Corporation	21	1883000.00	 	
73	700 MHz Band	261	WY-CMA567-B	North Carolina 3 - Ashe	2289000.00	1716750.00	King Street Wireless, L.P.	22	AT&T Mobility Spectrum, LLC	21	2009000.00	 	
73	700 MHz Band	261	WY-CMA568-B	North Carolina 4 - Henderson	2367000.00	2367000.00	AT&T Mobility Spectrum, LLC	25	King Street Wireless, L.P.	24	2139000.00	 	
73	700 MHz Band	261	WY-CMA569-B	North Carolina 5 - Anson	181000.00	135750.00	King Street Wireless, L.P.	24	Triad 700, LLC	23	161000.00	 	
73	700 MHz Band	261	WY-CMA570-B	North Carolina 6 - Chatham	275000.00	206250.00	King Street Wireless, L.P.	85	AWS Spectrum, LLC	84	264000.00	 	
73	700 MHz Band	261	WY-CMA571-B	North Carolina 7 - Rockingham	8575000.00	8575000.00	AT&T Mobility Spectrum, LLC	30	King Street Wireless, L.P.	28	8052000.00	 	
73	700 MHz Band	261	WY-CMA572-B	North Carolina 8 - Northampton	12393000.00	12393000.00	AT&T Mobility Spectrum, LLC	34	King Street Wireless, L.P.	33	11269000.00	 	
73	700 MHz Band	261	WY-CMA573-B	North Carolina 9 - Camden	285000.00	213750.00	King Street Wireless, L.P.	103	Cavalier Wireless, LLC	102	274000.00	 	
73	700 MHz Band	261	WY-CMA574-B	North Carolina 10 - Harnett	9804000.00	7353000.00	King Street Wireless, L.P.	39	AT&T Mobility Spectrum, LLC	38	9427000.00	 	
73	700 MHz Band	261	WY-CMA575-B	North Carolina 11 - Hoke	1721000.00	1290750.00	King Street Wireless, L.P.	25	Star Telephone Membership Corporation	24	1563000.00	 	
73	700 MHz Band	261	WY-CMA576-B	North Carolina 12 - Sampson	1968000.00	1672800.00	Star Telephone Membership Corporation	65	King Street Wireless, L.P.	61	1928000.00	 	
73	700 MHz Band	261	WY-CMA577-B	North Carolina 13 - Greene	360000.00	270000.00	King Street Wireless, L.P.	96	Cavalier Wireless, LLC	95	346000.00	 	
73	700 MHz Band	261	WY-CMA578-B	North Carolina 14 - Pitt	577000.00	432750.00	King Street Wireless, L.P.	93	Cavalier Wireless, LLC	92	555000.00	 	
73	700 MHz Band	261	WY-CMA579-B	North Carolina 15 - Cabarrus	11916000.00	11916000.00	AT&T Mobility Spectrum, LLC	27	Cellco Partnership d/b/a Verizon Wireless	26	10831000.00	 	
73	700 MHz Band	261	WY-CMA580-B	North Dakota 1 - Divide	190000.00	190000.00	AT&T Mobility Spectrum, LLC	10	SAL Spectrum, LLC	9	158000.00	 	
73	700 MHz Band	261	WY-CMA581-B	North Dakota 2 - Bottineau	91000.00	91000.00	Iowa Intelegra Consortium, LLC	113	AT&T Mobility Spectrum, LLC	9	89000.00	 	
73	700 MHz Band	261	WY-CMA582-B	North Dakota 3 - Barnes	267000.00	267000.00	Red River Rural Telephone Association, Inc.	14	LL License Holdings, LLC	13	227000.00	 	
73	700 MHz Band	261	WY-CMA583-B	North Dakota 4 - McKenzie	630000.00	472500.00	KTC AWS Limited Partnership	21	AT&T Mobility Spectrum, LLC	20	573000.00	 	
73	700 MHz Band	261	WY-CMA584-B	North Dakota 5 - Kidder	383000.00	287250.00	BEK Communications Cooperative	21	AT&T Mobility Spectrum, LLC	20	348000.00	 	
73	700 MHz Band	261	WY-CMA585-B	Ohio 1 - Williams	331000.00	248250.00	Triad 700, LLC	36	585 Consortium	35	320000.00	 	
73	700 MHz Band	261	WY-CMA586-B	Ohio 2 - Sandusky	925000.00	693750.00	Bascom Long Distance, Inc.	27	Cellco Partnership d/b/a Verizon Wireless	26	849000.00	 	
73	700 MHz Band	261	WY-CMA587-B	Ohio 3 - Ashtabula	213000.00	159750.00	Triad 700, LLC	214	Broadband Wireless Unlimited, LLC	213	205000.00	 	
73	700 MHz Band	261	WY-CMA588-B	Ohio 4 - Mercer	710000.00	603500.00	Gold Radio Group, LLC	70	Triad 700, LLC	67	695000.00	 	
73	700 MHz Band	261	WY-CMA589-B	Ohio 5 - Hancock	468000.00	351000.00	Triad 700, LLC	27	AT&T Mobility Spectrum, LLC	10	446000.00	 	
73	700 MHz Band	261	WY-CMA590-B	Ohio 6 - Morrow	3782000.00	3782000.00	AT&T Mobility Spectrum, LLC	18	Cellco Partnership d/b/a Verizon Wireless	17	3152000.00	 	
73	700 MHz Band	261	WY-CMA591-B	Ohio 7 - Tuscarawas	416000.00	312000.00	Triad 700, LLC	26	SAL Spectrum, LLC	22	396000.00	 	
73	700 MHz Band	261	WY-CMA592-B	Ohio 8 - Clinton	201000.00	201000.00	Cincinnati Bell Wireless LLC	36	Cellco Partnership d/b/a Verizon Wireless	23	197000.00	 	
73	700 MHz Band	261	WY-CMA593-B	Ohio 9 - Ross	1038000.00	1038000.00	The Chillicothe Telephone Company	16	Triad 700, LLC	15	865000.00	 	
73	700 MHz Band	261	WY-CMA594-B	Ohio 10 - Perry	432000.00	324000.00	Triad 700, LLC	13	The Chillicothe Telephone Company	12	360000.00	 	
